prediction,asphalt,cobblestone,compacted,concrete,concrete_plates,grass,gravel,ground,paving_stones,sett,filename
concrete_plates,0.0305633544921875,0.07568359375,0.110107421875,0.034637451171875,0.32861328125,0.034637451171875,0.05535888671875,0.1552734375,0.07806396484375,0.09716796875,000111e2b580f09ee3c82e741e5fc402.png
gravel,0.0219879150390625,0.1304931640625,0.152587890625,0.031982421875,0.0816650390625,0.0023174285888671875,0.3896484375,0.0635986328125,0.12261962890625,0.0029754638671875,00836e20eca6602b99fd2d4b094dbc47.png
gravel,0.0704345703125,0.0640869140625,0.12359619140625,0.0726318359375,0.0267181396484375,0.0284423828125,0.392822265625,0.1490478515625,0.05657958984375,0.015716552734375,00b1e23f6a4ee89fe9ab99ced8c5552f.png
concrete_plates,0.0264892578125,0.2020263671875,0.09844970703125,0.09246826171875,0.25146484375,0.0012006759643554688,0.06768798828125,0.0226593017578125,0.2362060546875,0.0014944076538085938,00fb247a0dbba1c13913005c5d882e65.png
paving_stones,0.051055908203125,0.08685302734375,0.201904296875,0.051055908203125,0.15234375,0.019989013671875,0.1263427734375,0.07904052734375,0.21484375,0.016571044921875,016bc25cf9b1beb6dd1ff7633dec429e.png
cobblestone,0.159912109375,0.18115234375,0.12066650390625,0.0626220703125,0.12451171875,0.034576416015625,0.0855712890625,0.0855712890625,0.13671875,0.0087432861328125,0287bcf22aa625db5249f36f74f0bfa4.png
compacted,0.034332275390625,0.06829833984375,0.2384033203125,0.0933837890625,0.2384033203125,0.0201873779296875,0.07049560546875,0.07269287109375,0.14013671875,0.0236053466796875,02d6f3fb835a460c07a2b4f22fdc6b63.png
gravel,0.11285400390625,0.099609375,0.0965576171875,0.11285400390625,0.07757568359375,0.006778717041015625,0.2388916015625,0.087890625,0.1641845703125,0.0028247833251953125,032683553b7c46241f48ae0339c16af0.png
paving_stones,0.1593017578125,0.07293701171875,0.09075927734375,0.07293701171875,0.1593017578125,0.004810333251953125,0.09661865234375,0.04425048828125,0.297607421875,0.0013360977172851562,035e24314457169f3726737eb3b1e9d2.png
compacted,0.09259033203125,0.0721435546875,0.208740234375,0.09857177734375,0.10491943359375,0.059783935546875,0.09259033203125,0.130615234375,0.07440185546875,0.065673828125,046394a097ed4135b709ecf045c813e0.png
concrete_plates,0.06640625,0.06439208984375,0.14501953125,0.03338623046875,0.30712890625,0.04156494140625,0.08795166015625,0.0936279296875,0.1202392578125,0.040283203125,04a12a8efdedab0dcf68e2745f03e0a4.png
concrete_plates,0.049713134765625,0.07012939453125,0.143798828125,0.09002685546875,0.314208984375,0.010101318359375,0.05810546875,0.07232666015625,0.1790771484375,0.01256561279296875,04f7f2554a5435b8d0ec8d923b02e41f.png
ground,0.06365966796875,0.04241943359375,0.22216796875,0.04241943359375,0.048065185546875,0.0300750732421875,0.1842041015625,0.3134765625,0.03741455078125,0.0160980224609375,055d5b2419495c7ebe562aedf253d0c9.png
ground,0.1336669921875,0.0738525390625,0.1663818359375,0.0255279541015625,0.01409149169921875,0.07861328125,0.1514892578125,0.283203125,0.035980224609375,0.037139892578125,056963eba6a78560c5b8b997c8197bc9.png
compacted,0.02716064453125,0.039520263671875,0.282958984375,0.03173828125,0.257568359375,0.019256591796875,0.05401611328125,0.08905029296875,0.1827392578125,0.015960693359375,059cd8ced9aed76c8fc85a5b6153108c.png
gravel,0.12939453125,0.17138671875,0.17138671875,0.0186309814453125,0.055633544921875,0.013214111328125,0.1767578125,0.156005859375,0.10394287109375,0.00366973876953125,05a8b60e6d89de9b2269bf7b5f55e224.png
concrete_plates,0.054595947265625,0.061859130859375,0.07940673828125,0.0745849609375,0.33447265625,0.0030803680419921875,0.04815673828125,0.036376953125,0.304443359375,0.0030803680419921875,073422a3d46464e4ff70be0132cf7cf1.png
compacted,0.09429931640625,0.055419921875,0.2125244140625,0.10040283203125,0.1817626953125,0.02459716796875,0.1102294921875,0.10040283203125,0.0972900390625,0.023101806640625,077f748c3472f9e6b7b1ff1f0f3517d6.png
paving_stones,0.165771484375,0.0555419921875,0.1463623046875,0.069091796875,0.0670166015625,0.0186004638671875,0.091552734375,0.15576171875,0.2266845703125,0.0036640167236328125,07da819f7d045b515fa8d0d4ac35323d.png
compacted,0.041229248046875,0.1485595703125,0.252685546875,0.03314208984375,0.0770263671875,0.01666259765625,0.1683349609375,0.11212158203125,0.1485595703125,0.00186920166015625,0801abd505a7e82e77eda9be25ee045f.png
compacted,0.055389404296875,0.09417724609375,0.205810546875,0.0504150390625,0.199462890625,0.01274871826171875,0.1602783203125,0.09130859375,0.1287841796875,0.0017805099487304688,0810289650fc56d695d72878bcf3a1ec.png
ground,0.284912109375,0.012908935546875,0.0791015625,0.039764404296875,0.0226593017578125,0.043670654296875,0.09539794921875,0.389404296875,0.005054473876953125,0.0273284912109375,08f8bf0d95d2a71bff6ccba123f6c009.png
paving_stones,0.185546875,0.087646484375,0.15869140625,0.09332275390625,0.10906982421875,0.0052642822265625,0.07269287109375,0.08233642578125,0.203857421875,0.0016050338745117188,0950fb7b0629c9d1eb0d63e5099b6d28.png
gravel,0.033294677734375,0.041412353515625,0.14013671875,0.056610107421875,0.119873046875,0.011505126953125,0.346923828125,0.179931640625,0.060272216796875,0.01015472412109375,09f316c8bb9b947a5fd6f6741472f392.png
compacted,0.055877685546875,0.04351806640625,0.400146484375,0.0653076171875,0.1776123046875,0.0004401206970214844,0.11114501953125,0.1043701171875,0.0408935546875,0.0006403923034667969,0a47a8ffd999f64673b4410831004275.png
concrete_plates,0.05487060546875,0.0704345703125,0.14453125,0.062164306640625,0.23828125,0.007659912109375,0.11260986328125,0.17431640625,0.1275634765625,0.007427215576171875,0a59165e25088225ef93825b86d7d2ac.png
