prediction,asphalt,cobblestone,compacted,concrete,concrete_plates,grass,gravel,ground,paving_stones,sett,filename
gravel,0.004787445068359375,0.310302734375,0.0002875328063964844,0.0186309814453125,0.001003265380859375,0.00276947021484375,0.64697265625,0.013214111328125,0.002124786376953125,9.655952453613281e-06,001449cde8a4959f753aa0e5e4fe1166.png
cobblestone,0.0031490325927734375,0.36962890625,0.00146484375,0.287841796875,0.01959228515625,0.0019102096557617188,0.306396484375,0.001583099365234375,0.0080413818359375,0.00010281801223754883,004a151dc1c6f285f81148a4baa24e69.png
gravel,0.0020961761474609375,0.2275390625,0.0013322830200195312,0.003246307373046875,0.00029730796813964844,0.00014150142669677734,0.7578125,0.002197265625,0.00518798828125,2.872943878173828e-05,009d00f157bd71a82e07479abe2c09b7.png
gravel,0.0003371238708496094,0.34716796875,0.0008878707885742188,0.0005869865417480469,4.1544437408447266e-05,0.00015926361083984375,0.609375,0.002231597900390625,0.038970947265625,0.00013303756713867188,00f252ba02b528ff2ac770643536def7.png
cobblestone,0.00357818603515625,0.640625,0.00020182132720947266,0.026031494140625,0.001689910888671875,0.0002758502960205078,0.322021484375,0.0012359619140625,0.004520416259765625,5.4836273193359375e-06,0104e653151a14ace2d4cdbb6d0494ff.png
gravel,0.0014486312866210938,0.484619140625,0.00020229816436767578,0.00771331787109375,0.00011712312698364258,0.00025177001953125,0.5,0.0022449493408203125,0.0033168792724609375,2.086162567138672e-06,014d697ce49eeda75c026f26367adc6f.png
cobblestone,6.35385513305664e-05,0.9775390625,1.4662742614746094e-05,3.457069396972656e-05,1.0132789611816406e-06,1.6689300537109375e-06,0.01483917236328125,0.0002593994140625,0.00734710693359375,7.748603820800781e-07,01e5ab57eb858704b64adc105ffc04a1.png
gravel,0.0006504058837890625,0.107666015625,0.00032210350036621094,0.002166748046875,0.00011843442916870117,0.0001385211944580078,0.8876953125,0.0005650520324707031,0.0006208419799804688,2.086162567138672e-06,02718fe682daf3c0859f2cd4b4c874b1.png
cobblestone,0.003238677978515625,0.6171875,0.0001798868179321289,0.0364990234375,0.000598907470703125,0.0001379251480102539,0.330322265625,0.0016031265258789062,0.0101318359375,1.6689300537109375e-06,02827c2dd6e62040b555b3befce36bfd.png
cobblestone,0.0050811767578125,0.73095703125,0.0004203319549560547,0.0306396484375,0.0135955810546875,0.0006666183471679688,0.1580810546875,0.0016756057739257812,0.059051513671875,3.0219554901123047e-05,0319170d46d5be431cd26748b815bee9.png
cobblestone,0.0004494190216064453,0.87841796875,0.00012671947479248047,0.0018339157104492188,3.6597251892089844e-05,1.9609928131103516e-05,0.10491943359375,0.0005860328674316406,0.0135498046875,1.8477439880371094e-06,0469d892ead931974b13a61f8f97cda9.png
cobblestone,0.002895355224609375,0.74267578125,0.0003459453582763672,0.0210723876953125,0.0004954338073730469,0.00031495094299316406,0.2127685546875,0.0005612373352050781,0.018890380859375,5.7220458984375e-06,049de83aea55916c03d612209146cb77.png
cobblestone,0.008544921875,0.73388671875,0.0003364086151123047,0.01204681396484375,0.0003311634063720703,0.000690460205078125,0.2237548828125,0.00464630126953125,0.015716552734375,1.3768672943115234e-05,04a6ec9ae27f48087cbdf71b7cabac74.png
concrete,0.03607177734375,0.1361083984375,0.005359649658203125,0.4326171875,0.109375,0.05584716796875,0.201171875,0.00804901123046875,0.01503753662109375,0.000453948974609375,054729d4b1bd6934d00d4921ea0dabc1.png
cobblestone,0.00872802734375,0.77392578125,0.0002677440643310547,0.0269012451171875,0.002277374267578125,0.00039577484130859375,0.172607421875,0.002105712890625,0.01290130615234375,2.3245811462402344e-06,0566b20d99e85505bf3741738927a740.png
cobblestone,0.0038089752197265625,0.5927734375,0.0016126632690429688,0.0016908645629882812,0.0013580322265625,1.1324882507324219e-05,0.042266845703125,0.00287628173828125,0.353759765625,3.349781036376953e-05,069aa483b6329c27ca30b0053637cf4a.png
concrete,0.036041259765625,0.235107421875,0.0002605915069580078,0.387451171875,0.05670166015625,0.0040435791015625,0.1859130859375,0.054107666015625,0.04022216796875,4.857778549194336e-05,06b1c02babf572e199c560143bdf2ec9.png
cobblestone,0.0006246566772460938,0.93603515625,3.993511199951172e-05,0.0001817941665649414,4.410743713378906e-06,1.7881393432617188e-05,0.0220184326171875,0.00531005859375,0.035736083984375,4.649162292480469e-06,0770035f92e94d9f0fff7d9dad942e9a.png
cobblestone,0.0014200210571289062,0.79541015625,0.0007367134094238281,0.005115509033203125,4.8220157623291016e-05,8.660554885864258e-05,0.1719970703125,0.0024929046630859375,0.0225677490234375,4.786252975463867e-05,080406bb645bcfc4912fe966064c9fca.png
