prediction,asphalt,cobblestone,compacted,concrete,concrete_plates,grass,gravel,ground,paving_stones,sett,filename
sett,0.004679318983107805,0.003675348125398159,0.003183595137670636,0.0010263270232826471,0.31522393226623535,2.3195056201075204e-05,0.0003870022192131728,0.22316811978816986,0.037358637899160385,0.41127458214759827,000a02ec8efd2faef1315a54af697dcc.png
concrete_plates,0.00023608320043422282,0.0005068304599262774,1.0424855645396747e-05,0.043726325035095215,0.8425340056419373,1.6579848306719214e-05,5.567154857999412e-06,0.007080118637531996,0.009435402229428291,0.09644874185323715,003f7e3e1e9fa2174b1d18928f0b62ea.png
concrete_plates,8.652236260786594e-07,0.0007284284220077097,9.025162398756947e-06,0.0013915200252085924,0.9561211466789246,1.6088483434373302e-08,1.3292883522808552e-06,0.0011889097513630986,0.018186867237091064,0.022371806204319,010ade50105b75d2063d936a0d87bb0d.png
sett,0.002807567361742258,0.024690423160791397,2.553436570451595e-05,0.00038097164360806346,0.0036102242302149534,8.546722938262974e-07,1.4253787412599195e-06,0.01013366412371397,0.2890549302101135,0.6692943572998047,016155564233e9b13aaa78a51e82b3e1.png
concrete_plates,0.0013438493479043245,0.0003061479073949158,3.101851689280011e-05,0.12853820621967316,0.5042654275894165,4.6078861259957193e-07,9.368463906866964e-06,0.05525112897157669,0.16362112760543823,0.14663320779800415,02485c4b7c000baf28ac5c5b572bcd0f.png
concrete_plates,0.0029069888405501842,0.0005480144172906876,0.00020481747924350202,0.000600626110099256,0.7189030647277832,7.48519823901006e-08,3.7613670428982005e-05,0.038702525198459625,0.16493742167949677,0.073158860206604,027e61f12140dab0f12987e83279b399.png
ground,0.0004066308028995991,0.002353350166231394,0.005947526078671217,0.0007320115109905601,0.3003652095794678,0.00022086172248236835,0.00026595950475893915,0.5669873356819153,0.017051074653863907,0.1056700348854065,038bfb674a6465fe4e5321f905f858a0.png
paving_stones,2.8218178158567753e-06,0.03482307866215706,4.788515525433468e-06,0.00014470599126070738,0.0009527269867248833,1.9012815766217273e-09,2.2936449113331037e-06,0.0022461083717644215,0.6925188302993774,0.26930463314056396,03efc67b4248cee548fb0e81d377cbf3.png
paving_stones,3.533523056375998e-07,0.003949599340558052,7.003195150900865e-06,4.5848188165109605e-05,0.28058746457099915,1.374306113355317e-09,2.2987768488746951e-07,0.00026613674708642066,0.538528323173523,0.17661495506763458,043703bffa6fbe132ffdda3aef779c99.png
ground,0.018448028713464737,0.0009964143391698599,0.0009933838155120611,0.0021083049941807985,0.2522461414337158,2.3776633497618604e-06,0.00029824714874848723,0.5859453678131104,0.00778180779889226,0.13117995858192444,04a551bf8d610474616d1c150d915e3c.png
ground,0.00013941602082923055,0.003619259223341942,0.01584344170987606,4.128304499317892e-05,0.23998185992240906,0.007045518606901169,0.0011763738002628088,0.3454802632331848,0.06567123532295227,0.3210013806819916,04c0ca5ba7aaf237137cdd4087a64d26.png
concrete_plates,1.4298587302619126e-05,0.0015214673476293683,7.088254642440006e-05,0.0036372735630720854,0.894652783870697,2.2956886880365346e-07,1.186960162158357e-05,0.008643324486911297,0.015630900859832764,0.07581701129674911,04e02c6451eb0db320cb2847f696c3ae.png
concrete_plates,9.030190267367288e-05,0.0015776180662214756,0.00024417557870037854,0.031757794320583344,0.6329626441001892,2.170914285670733e-06,1.495142078056233e-05,0.12463963776826859,0.02901518903672695,0.1796955168247223,04fa59479f23ec33bb56d7b1576d94e5.png
asphalt,0.8092823624610901,0.0010037109022960067,0.0002747218532022089,0.0005344442324712873,0.02206343412399292,4.0298226622326183e-07,0.00046827230835333467,0.07702275365591049,0.022147633135318756,0.06720235198736191,0635f48ac543cf51ba65812bfca7b172.png
ground,0.0003090118698310107,0.0011294843861833215,0.00016835390124469995,0.00020037149079144,0.004764630924910307,2.25853136726073e-06,1.6896052329684608e-05,0.9661356210708618,0.012220030650496483,0.015053273178637028,06b44384ca24e13086f46ecbd39a9c46.png
sett,0.0019336733967065811,0.017310351133346558,0.00011239862215006724,0.006593279540538788,0.4056887924671173,1.628117388463579e-05,0.0002081501588691026,0.04479578882455826,0.033794935792684555,0.48954635858535767,07696d1f8463d5c64cbbeb425e2f5aa9.png
ground,2.392492569924798e-05,0.0005182904424145818,0.000993003137409687,0.0014770101988688111,0.07951528578996658,0.0013593805488198996,0.001499751815572381,0.5876617431640625,0.0030514684040099382,0.3239000737667084,07c0ce4582ff0fbd86a4e1f6af39072b.png
concrete_plates,0.03713550791144371,0.0027623348869383335,0.000551644479855895,0.011496651917696,0.5292972922325134,4.166327016719151e-06,0.0014504085993394256,0.25667741894721985,0.017153369262814522,0.14347119629383087,07e0f07d2129487292357a7b919e84a6.png
concrete_plates,9.883309394354001e-05,0.0008428128203377128,0.0003968709206674248,0.026627356186509132,0.7673280239105225,1.3688612625628593e-06,0.0004090052971150726,0.14165851473808289,0.005243487190455198,0.057393722236156464,084a95080de61fc20beca4257fd689fc.png
paving_stones,0.00014655891573056579,0.009197025559842587,6.660339749942068e-06,0.0005563133745454252,0.0022012777626514435,8.631061976238641e-10,1.0637667173796217e-06,0.003919848706573248,0.606843113899231,0.3771281838417053,087fd07b6be127dda104be2e412455b5.png
sett,0.00048222203622572124,0.10843490064144135,0.005624055862426758,0.0009042525198310614,0.0439344197511673,3.056442801607773e-05,0.0017332622082903981,0.22940173745155334,0.13707087934017181,0.47238367795944214,08dd2d9470c51ff325b8d200e5fa1a68.png
paving_stones,9.200030035572127e-06,0.005597889889031649,7.044196195238328e-07,0.0008223520126193762,0.11043743789196014,3.884788046804033e-09,1.3781007055513328e-06,0.0039803930558264256,0.6305009126663208,0.2486497163772583,0977225aba6a4ed318e6ec0f05d4e265.png
compacted,1.0383345170339453e-06,0.0001426240341970697,0.5697619318962097,7.276530959643424e-05,0.08542261272668839,0.00044498388888314366,0.00045026783482171595,0.33569085597991943,0.0018290102016180754,0.006183921359479427,09cfdca6e94b4d27876460d19bae86ce.png
paving_stones,0.11630508303642273,0.03058472089469433,5.958520341664553e-05,0.0007380549795925617,0.04683294519782066,2.3623737632760822e-08,5.601388693321496e-05,0.052300963550806046,0.5370758175849915,0.21604673564434052,0a9feecc128164d37687bedd84a93ce9.png
