prediction,asphalt,cobblestone,compacted,concrete,concrete_plates,grass,gravel,ground,paving_stones,sett,filename
paving_stones,0.01190185546875,0.056793212890625,6.54458999633789e-05,0.00351715087890625,0.00206756591796875,3.451108932495117e-05,0.0019130706787109375,0.00733184814453125,0.91650390625,3.6716461181640625e-05,013c4d1eb8f0e6d09d3506e69c2677c4.png
paving_stones,0.01332855224609375,0.2152099609375,0.006702423095703125,0.162353515625,0.00046706199645996094,0.00702667236328125,0.032470703125,0.09112548828125,0.469970703125,0.0013408660888671875,0144ebc3606a3de74528b5a0353f8df0.png
cobblestone,0.059051513671875,0.47900390625,0.0006871223449707031,0.02789306640625,0.0806884765625,0.00016319751739501953,0.045257568359375,0.054595947265625,0.25244140625,0.00010216236114501953,01587414f7e8693a05f13f9ba4457798.png
paving_stones,0.004669189453125,0.039093017578125,0.000492095947265625,0.0019474029541015625,0.0050506591796875,0.00015985965728759766,0.002788543701171875,0.0416259765625,0.90380859375,0.0001150965690612793,01beabd884a7d4d05af069ec25c096bf.png
paving_stones,0.015777587890625,0.11474609375,7.420778274536133e-05,0.004810333251953125,0.00885009765625,0.0008230209350585938,0.0178680419921875,0.040283203125,0.79638671875,0.0004837512969970703,0232a3fc9749bf264986c7db2073d1ad.png
paving_stones,0.005062103271484375,0.1702880859375,0.00011909008026123047,0.005828857421875,0.01158905029296875,0.0002294778823852539,0.00556182861328125,0.037994384765625,0.76318359375,7.337331771850586e-05,02a52b33878ad11325d5f02e82eea302.png
paving_stones,0.0003352165222167969,0.069091796875,4.0650367736816406e-05,0.0004239082336425781,0.00162506103515625,6.020069122314453e-06,0.0008697509765625,0.00333404541015625,0.92431640625,1.2218952178955078e-05,02d52c1394ea304ccd28d85219120140.png
paving_stones,0.0014047622680664062,0.0026645660400390625,1.3768672943115234e-05,0.0009655952453613281,0.030029296875,2.2351741790771484e-05,0.0001227855682373047,0.0008130073547363281,0.9638671875,4.5180320739746094e-05,0326767272fea5fa5a8cd1e746915908.jpg
paving_stones,0.0097808837890625,0.1287841796875,0.0012044906616210938,0.026580810546875,0.036895751953125,0.001621246337890625,0.007381439208984375,0.045928955078125,0.7412109375,0.0005965232849121094,038552b8bef8f7170072a4d76bbb2b17.png
paving_stones,0.04052734375,0.308837890625,0.002758026123046875,0.01274871826171875,0.055389404296875,0.0055694580078125,0.03411865234375,0.06787109375,0.470947265625,0.0012044906616210938,03a69e4b089e5655d8cd3c3e5fab8e99.png
