label,grass,paving_stones,asphalt,cobblestone,concrete,ground,compacted,gravel,sett,concrete_plates,filepath
asphalt,0.0003528594970703125,0.0009298324584960938,0.92822265625,2.3245811462402344e-06,0.026336669921875,9.799003601074219e-05,0.008819580078125,1.704692840576172e-05,0.0012712478637695312,0.0338134765625,../data/deep_pavements_dataset/dataset/asphalt/e21c6427f5c55aa64294d2ce7f2e7e10.png
asphalt,0.00010544061660766602,0.0010986328125,0.9384765625,5.9604644775390625e-06,0.0274658203125,0.0004169940948486328,0.0188751220703125,1.2576580047607422e-05,0.0011692047119140625,0.0125732421875,../data/deep_pavements_dataset/dataset/asphalt/e7be9a6a6f1ae3d2c42e0b037f364f2e.png
asphalt,0.0023632049560546875,0.0020847320556640625,0.953125,1.6689300537109375e-06,0.006626129150390625,0.0001608133316040039,0.0014333724975585938,1.3589859008789062e-05,0.003437042236328125,0.0306396484375,../data/deep_pavements_dataset/dataset/asphalt/6e10b5aa700d184471be92a43bb245ee.png
asphalt,0.00019168853759765625,0.0021266937255859375,0.78076171875,2.7418136596679688e-06,0.1400146484375,0.00014925003051757812,0.03326416015625,3.331899642944336e-05,0.00064849853515625,0.042694091796875,../data/deep_pavements_dataset/dataset/asphalt/d3c83e40c5a640de0f239b8b120caed8.png
asphalt,0.0002753734588623047,0.16162109375,0.266357421875,0.0025310516357421875,0.06134033203125,0.00856781005859375,0.35302734375,0.0017404556274414062,0.08123779296875,0.06329345703125,../data/deep_pavements_dataset/dataset/asphalt/09ef9e3769bbdd2e54508e7e6bfb2396.png
asphalt,0.00153350830078125,0.004039764404296875,0.900390625,1.2874603271484375e-05,0.01409912109375,0.0002351999282836914,0.007549285888671875,7.402896881103516e-05,0.00910186767578125,0.06317138671875,../data/deep_pavements_dataset/dataset/asphalt/d54aacae75e604d96b5f31a4c87d3b16.png
asphalt,0.00907135009765625,0.00907135009765625,0.1766357421875,5.960464477539063e-08,0.241455078125,2.682209014892578e-06,0.0020236968994140625,0.00010079145431518555,0.0003304481506347656,0.5615234375,../data/deep_pavements_dataset/dataset/asphalt/e0893570d03bf40bd9477cbc8c4077a2.png
asphalt,0.000530242919921875,0.003681182861328125,0.90087890625,1.6510486602783203e-05,0.033843994140625,0.00040030479431152344,0.01812744140625,7.641315460205078e-05,0.0040435791015625,0.038360595703125,../data/deep_pavements_dataset/dataset/asphalt/50c9af22a9e60d560c3fe9210b38417e.png
asphalt,5.1915645599365234e-05,0.0014705657958984375,0.890625,1.0907649993896484e-05,0.033477783203125,0.0005941390991210938,0.05517578125,1.1205673217773438e-05,0.0019474029541015625,0.0168304443359375,../data/deep_pavements_dataset/dataset/asphalt/d8c624a11dffccdb6a81a601614f9dea.png
asphalt,0.00033092498779296875,0.002445220947265625,0.9267578125,9.655952453613281e-06,0.0271148681640625,0.0003750324249267578,0.01497650146484375,3.4868717193603516e-05,0.002685546875,0.025482177734375,../data/deep_pavements_dataset/dataset/asphalt/9642e36f0c8c4609c07902a5bd47456e.png
asphalt,0.0003917217254638672,0.0012845993041992188,0.96826171875,4.231929779052734e-06,0.0034923553466796875,0.00030517578125,0.0038356781005859375,5.9604644775390625e-06,0.005756378173828125,0.01666259765625,../data/deep_pavements_dataset/dataset/asphalt/7dd8b4bebb826dd12ed07b9442045b0b.png
asphalt,0.0003743171691894531,0.019805908203125,0.720703125,0.00011783838272094727,0.0106048583984375,0.0013065338134765625,0.06915283203125,6.508827209472656e-05,0.08343505859375,0.09454345703125,../data/deep_pavements_dataset/dataset/asphalt/aa5d82e1ff7c1b59ae3e4d072b6f9b4f.png
asphalt,2.7477741241455078e-05,0.07696533203125,0.035247802734375,3.314018249511719e-05,0.7080078125,0.0011692047119140625,0.1680908203125,0.000457763671875,0.00025272369384765625,0.00978851318359375,../data/deep_pavements_dataset/dataset/asphalt/a3f3220f6ca2d59e546c2f97e3f6d062.png
asphalt,0.00046443939208984375,0.0032253265380859375,0.30908203125,7.748603820800781e-07,0.4638671875,1.4960765838623047e-05,0.0296478271484375,0.00011032819747924805,0.0003192424774169922,0.193359375,../data/deep_pavements_dataset/dataset/asphalt/7d1e4267341339c1874fc4ef0fe0074e.png
asphalt,0.0001876354217529297,0.00962066650390625,0.09716796875,6.854534149169922e-06,0.6748046875,3.5822391510009766e-05,0.0885009765625,0.0005779266357421875,0.0004363059997558594,0.1287841796875,../data/deep_pavements_dataset/dataset/asphalt/e91de1c0e853a9ea1d9d474c238d776f.png
asphalt,0.00021016597747802734,0.005092620849609375,0.77978515625,0.0001537799835205078,0.043975830078125,0.0012874603271484375,0.1123046875,0.00016880035400390625,0.0118408203125,0.045379638671875,../data/deep_pavements_dataset/dataset/asphalt/b0f5440e8876034fc21ee7146df88b7d.png
asphalt,0.004154205322265625,0.0032367706298828125,0.8974609375,5.662441253662109e-06,0.0124053955078125,0.00011789798736572266,0.002681732177734375,8.100271224975586e-05,0.006435394287109375,0.07366943359375,../data/deep_pavements_dataset/dataset/asphalt/82761b34cf5fef49e3e6ba469086b94a.png
asphalt,0.0007710456848144531,0.0030498504638671875,0.9287109375,1.5020370483398438e-05,0.0181121826171875,0.0003643035888671875,0.00969696044921875,6.330013275146484e-05,0.00518798828125,0.033843994140625,../data/deep_pavements_dataset/dataset/asphalt/4ea555c215047ea547502e317a176297.png
asphalt,9.304285049438477e-05,0.0013675689697265625,0.9091796875,7.3909759521484375e-06,0.041229248046875,0.00043010711669921875,0.0301513671875,1.722574234008789e-05,0.0012445449829101562,0.016143798828125,../data/deep_pavements_dataset/dataset/asphalt/f9e4026e2eb93167c3ab391f65c1fe3a.png
asphalt,3.504753112792969e-05,0.0036869049072265625,0.33203125,2.3365020751953125e-05,0.4130859375,0.0005478858947753906,0.2281494140625,0.00011855363845825195,0.0004687309265136719,0.0218963623046875,../data/deep_pavements_dataset/dataset/asphalt/5b0b018beae3d11c4b71dd22eece536b.png
asphalt,0.0001672506332397461,0.011016845703125,0.68115234375,3.504753112792969e-05,0.1221923828125,0.0007977485656738281,0.1221923828125,0.00010794401168823242,0.004451751708984375,0.057708740234375,../data/deep_pavements_dataset/dataset/asphalt/49529b0c7139c6f90c49282e0de0bfda.png
asphalt,0.0006508827209472656,0.0019426345825195312,0.9453125,6.198883056640625e-06,0.0157623291015625,0.0002321004867553711,0.006175994873046875,3.24249267578125e-05,0.0029163360595703125,0.026824951171875,../data/deep_pavements_dataset/dataset/asphalt/09137f92ac5acb2a0740b3d1392b0198.png
asphalt,0.00010961294174194336,0.00040721893310546875,0.9755859375,2.4437904357910156e-06,0.0084381103515625,0.0002887248992919922,0.006572723388671875,3.516674041748047e-06,0.0010080337524414062,0.00768280029296875,../data/deep_pavements_dataset/dataset/asphalt/fd181d80b9b3d509ee8b91d81a411cd0.png
asphalt,0.00323486328125,0.0017862319946289062,0.95458984375,5.0067901611328125e-06,0.00643157958984375,0.0001882314682006836,0.0014352798461914062,4.202127456665039e-05,0.004421234130859375,0.0279388427734375,../data/deep_pavements_dataset/dataset/asphalt/31af1fd3c8ae378b9b866fab8a470e99.png
asphalt,0.0009584426879882812,0.00518035888671875,0.87109375,1.8715858459472656e-05,0.02801513671875,0.00031113624572753906,0.0169830322265625,0.00010102987289428711,0.007778167724609375,0.0693359375,../data/deep_pavements_dataset/dataset/asphalt/8bdef028268f18cac2e176467d3bc2c8.png
asphalt,2.6106834411621094e-05,0.05023193359375,0.0015172958374023438,6.556510925292969e-07,0.9189453125,6.794929504394531e-06,0.01531982421875,0.0006322860717773438,1.1205673217773438e-05,0.013519287109375,../data/deep_pavements_dataset/dataset/asphalt/7cfacff569d2e3fc1bf9bed37d498981.png
asphalt,0.000530242919921875,0.044830322265625,0.6796875,0.0003421306610107422,0.083740234375,0.0030498504638671875,0.11090087890625,0.0007710456848144531,0.0205230712890625,0.0557861328125,../data/deep_pavements_dataset/dataset/asphalt/bde136134d99093c01c141e405c04ad1.png
asphalt,3.981590270996094e-05,0.0014476776123046875,0.849609375,6.9141387939453125e-06,0.052642822265625,0.0004849433898925781,0.07427978515625,8.881092071533203e-06,0.0013599395751953125,0.019989013671875,../data/deep_pavements_dataset/dataset/asphalt/b8df7b7522289ac9675beb8ac89ae582.png
asphalt,3.5762786865234375e-06,0.0187225341796875,0.00431060791015625,0.007106781005859375,0.07879638671875,0.0010557174682617188,0.8740234375,0.006076812744140625,0.003055572509765625,0.00667572021484375,../data/deep_pavements_dataset/dataset/asphalt/cb2ecc4586896d429bf92eedac008b7d.png
asphalt,0.00012183189392089844,0.0009889602661132812,0.95654296875,2.682209014892578e-06,0.0140838623046875,0.00031113624572753906,0.0116729736328125,4.708766937255859e-06,0.0015316009521484375,0.0145263671875,../data/deep_pavements_dataset/dataset/asphalt/220bccb88581d1c8023ad5ea7d80eb23.png
asphalt,2.9087066650390625e-05,0.0011272430419921875,0.9326171875,8.344650268554688e-06,0.0199737548828125,0.0011997222900390625,0.037322998046875,4.351139068603516e-06,0.0013170242309570312,0.00628662109375,../data/deep_pavements_dataset/dataset/asphalt/e5bc55a0761079a570896a5ceebefdd0.png
asphalt,1.609325408935547e-05,0.00782012939453125,0.004459381103515625,1.1026859283447266e-05,0.54833984375,3.933906555175781e-06,0.27587890625,0.001026153564453125,0.00029397010803222656,0.162109375,../data/deep_pavements_dataset/dataset/asphalt/3aef64d5cf9282ba6d56efcea70e9832.png
asphalt,3.7550926208496094e-06,0.06268310546875,0.00640106201171875,2.5331974029541016e-05,0.65283203125,0.0005955696105957031,0.272216796875,0.00027251243591308594,9.423494338989258e-05,0.004833221435546875,../data/deep_pavements_dataset/dataset/asphalt/ec9d6c48c05748c2e0364fc22ab563c9.png
asphalt,5.906820297241211e-05,0.0011854171752929688,0.0014753341674804688,5.960464477539063e-08,0.9814453125,2.980232238769531e-07,0.002147674560546875,0.0003731250762939453,7.748603820800781e-07,0.013153076171875,../data/deep_pavements_dataset/dataset/asphalt/74bc236a185d9d7b99372ca179e733ef.png
asphalt,0.00017011165618896484,0.0009784698486328125,0.8623046875,1.5497207641601562e-06,0.0802001953125,0.00010645389556884766,0.02093505859375,1.4841556549072266e-05,0.0005578994750976562,0.034515380859375,../data/deep_pavements_dataset/dataset/asphalt/fca545e9265ef5ed546870edd5916610.png
asphalt,0.0019626617431640625,0.0026836395263671875,0.65625,1.7881393432617188e-07,0.059173583984375,1.2040138244628906e-05,0.004856109619140625,1.239776611328125e-05,0.001190185546875,0.273681640625,../data/deep_pavements_dataset/dataset/asphalt/2a600dfe633269af654eb78a83efa159.png
asphalt,0.011932373046875,0.002925872802734375,0.890625,2.2649765014648438e-06,0.0222930908203125,6.878376007080078e-05,0.001010894775390625,0.0001456737518310547,0.002208709716796875,0.06866455078125,../data/deep_pavements_dataset/dataset/asphalt/b930a9809972de6db2efcbe01445f156.png
asphalt,0.0008563995361328125,0.0025577545166015625,0.91015625,7.152557373046875e-06,0.0467529296875,0.0002453327178955078,0.00838470458984375,8.749961853027344e-05,0.00150299072265625,0.029266357421875,../data/deep_pavements_dataset/dataset/asphalt/5b78378a395b9b54347a3f65c91f9def.png
asphalt,3.30805778503418e-05,0.00975799560546875,0.267822265625,5.799531936645508e-05,0.3896484375,0.0018053054809570312,0.313232421875,0.0001577138900756836,0.0008263587951660156,0.0166015625,../data/deep_pavements_dataset/dataset/asphalt/c96b3d84a28334741185da9b56ce544f.png
asphalt,1.3053417205810547e-05,0.087890625,0.01152801513671875,1.3053417205810547e-05,0.73583984375,0.0003821849822998047,0.1541748046875,0.00031685829162597656,0.00012803077697753906,0.009857177734375,../data/deep_pavements_dataset/dataset/asphalt/eaba0a74dc0fbfd4942f95c6c61e7c26.png
asphalt,0.0007033348083496094,0.0225830078125,0.6201171875,0.00014293193817138672,0.04931640625,0.000797271728515625,0.10443115234375,0.00035381317138671875,0.03497314453125,0.1668701171875,../data/deep_pavements_dataset/dataset/asphalt/b0bbf32870b359d0c1e8d7b52efc80fa.png
asphalt,0.002899169921875,0.0019311904907226562,0.939453125,3.2782554626464844e-06,0.01299285888671875,0.0001398324966430664,0.002056121826171875,4.5418739318847656e-05,0.00272369384765625,0.03759765625,../data/deep_pavements_dataset/dataset/asphalt/ab655470951aae17e5da7395a52d88f2.png
asphalt,0.0009946823120117188,0.00669097900390625,0.8232421875,2.002716064453125e-05,0.026458740234375,0.0002593994140625,0.0219268798828125,9.542703628540039e-05,0.0124969482421875,0.10797119140625,../data/deep_pavements_dataset/dataset/asphalt/ce273034df8e876131f2dd4938cc63f8.png
asphalt,3.0875205993652344e-05,0.002532958984375,0.1566162109375,4.291534423828125e-06,0.6005859375,6.747245788574219e-05,0.18896484375,7.891654968261719e-05,0.00021445751190185547,0.050872802734375,../data/deep_pavements_dataset/dataset/asphalt/562fc6d1e5f9dbb911adb5d164b5f4dd.png
asphalt,0.005664825439453125,0.007740020751953125,0.814453125,1.6927719116210938e-05,0.0185699462890625,0.0001710653305053711,0.005489349365234375,0.00024116039276123047,0.01446533203125,0.1329345703125,../data/deep_pavements_dataset/dataset/asphalt/185a5b1ec0e9168775ebc14a0baea282.png
asphalt,3.3974647521972656e-06,0.1839599609375,0.00572967529296875,2.7358531951904297e-05,0.30322265625,0.00020873546600341797,0.484619140625,0.00020873546600341797,0.0006842613220214844,0.0212860107421875,../data/deep_pavements_dataset/dataset/asphalt/5fe1c9fb6af820d8e53388cea30981af.png
asphalt,0.0006756782531738281,0.015380859375,0.35009765625,3.361701965332031e-05,0.11724853515625,0.0001137852668762207,0.10675048828125,0.0003731250762939453,0.01274871826171875,0.396728515625,../data/deep_pavements_dataset/dataset/asphalt/8d80c24e9a9243102b9ad19421b34ff8.png
asphalt,0.003536224365234375,0.004543304443359375,0.89306640625,3.635883331298828e-06,0.006015777587890625,0.00015056133270263672,0.002429962158203125,2.6166439056396484e-05,0.0123443603515625,0.0780029296875,../data/deep_pavements_dataset/dataset/asphalt/674e7d6a3f25a9bc87e9c59f14180adf.png
asphalt,0.000152587890625,0.000850677490234375,0.96240234375,5.245208740234375e-06,0.01555633544921875,0.0004019737243652344,0.00943756103515625,1.1026859283447266e-05,0.0012769699096679688,0.009735107421875,../data/deep_pavements_dataset/dataset/asphalt/5069005bbb3f6bd3debacead10479abb.png
asphalt,0.00023496150970458984,0.005023956298828125,0.8994140625,4.082918167114258e-05,0.038299560546875,0.0018482208251953125,0.034881591796875,6.324052810668945e-05,0.00379180908203125,0.0164794921875,../data/deep_pavements_dataset/dataset/asphalt/91e504c12067e6e39e79524e461edfb3.png
asphalt,0.0014219284057617188,0.0014667510986328125,0.94580078125,2.86102294921875e-06,0.01153564453125,0.00011670589447021484,0.0026569366455078125,2.86102294921875e-05,0.002574920654296875,0.034454345703125,../data/deep_pavements_dataset/dataset/asphalt/d70943a73de404d60a944f77a0c40e6d.png
asphalt,0.00084686279296875,0.0096893310546875,0.5458984375,1.704692840576172e-05,0.083740234375,0.00011110305786132812,0.05755615234375,0.00019490718841552734,0.0096893310546875,0.292236328125,../data/deep_pavements_dataset/dataset/asphalt/8d6975ba640950e688fcd3c8b7101e7a.png
asphalt,0.0001710653305053711,0.0031280517578125,0.8408203125,8.875131607055664e-05,0.0270233154296875,0.0010156631469726562,0.07818603515625,7.593631744384766e-05,0.01126861572265625,0.038116455078125,../data/deep_pavements_dataset/dataset/asphalt/11383746aaf5c83460949ac7c73d4ccf.png
asphalt,0.00017249584197998047,0.01209259033203125,0.79638671875,0.00010138750076293945,0.11114501953125,0.00667572021484375,0.0633544921875,0.00017249584197998047,0.00203704833984375,0.008056640625,../data/deep_pavements_dataset/dataset/asphalt/c85237e081a17e52f145456975a6919f.png
asphalt,0.0237579345703125,0.0230255126953125,0.0855712890625,1.430511474609375e-06,0.61279296875,9.298324584960938e-06,0.0019502639770507812,0.005298614501953125,0.000247955322265625,0.24755859375,../data/deep_pavements_dataset/dataset/asphalt/e09f9439bb07216f4348ad6449085d4c.png
asphalt,0.0006947517395019531,0.01580810546875,0.50732421875,3.921985626220703e-05,0.1365966796875,0.000232696533203125,0.09686279296875,0.00038361549377441406,0.00959014892578125,0.2322998046875,../data/deep_pavements_dataset/dataset/asphalt/f303445a279365a0fd1f9a9fed9b5a0e.png
asphalt,0.0021114349365234375,0.005222320556640625,0.50048828125,5.066394805908203e-06,0.343994140625,6.175041198730469e-05,0.0160980224609375,0.0006046295166015625,0.0007071495056152344,0.130615234375,../data/deep_pavements_dataset/dataset/asphalt/20c0ce86f4f6f28a74727cebf82af53b.png
asphalt,0.00016689300537109375,0.002376556396484375,0.8203125,4.887580871582031e-06,0.1181640625,0.0002751350402832031,0.03179931640625,4.088878631591797e-05,0.0006809234619140625,0.0263671875,../data/deep_pavements_dataset/dataset/asphalt/dae83562b25131cee4519dc1aa606980.png
asphalt,0.00011229515075683594,0.041259765625,0.06390380859375,0.07470703125,0.0482177734375,0.01076507568359375,0.6455078125,0.028350830078125,0.06591796875,0.0214080810546875,../data/deep_pavements_dataset/dataset/asphalt/c8a4c20f1f6b354f1f1cb61b68b1128c.png
asphalt,0.00238037109375,0.01100921630859375,0.79638671875,9.715557098388672e-06,0.009124755859375,0.00024318695068359375,0.00830841064453125,4.225969314575195e-05,0.0299224853515625,0.1427001953125,../data/deep_pavements_dataset/dataset/asphalt/4a5210a03f697c34ffdd028c09baab1d.png
asphalt,0.00034165382385253906,0.005344390869140625,0.050689697265625,3.337860107421875e-06,0.87109375,1.990795135498047e-05,0.0204925537109375,0.0012302398681640625,7.623434066772461e-05,0.050689697265625,../data/deep_pavements_dataset/dataset/asphalt/cd141f696eccf13d00eae95f3a6ea3ce.png
asphalt,0.0004265308380126953,0.004878997802734375,0.6806640625,4.172325134277344e-06,0.220947265625,0.0001952648162841797,0.0328369140625,8.940696716308594e-05,0.0007719993591308594,0.0594482421875,../data/deep_pavements_dataset/dataset/asphalt/bdd4185bc9629994da0d5b1975d17179.png
asphalt,1.7881393432617188e-06,0.007343292236328125,0.007343292236328125,1.9371509552001953e-05,0.60205078125,0.00013875961303710938,0.376708984375,0.00020194053649902344,5.7816505432128906e-05,0.006481170654296875,../data/deep_pavements_dataset/dataset/asphalt/022f9e68ac29459f44672ddab2d2254e.png
asphalt,6.914138793945312e-05,0.0010480880737304688,0.8955078125,5.841255187988281e-06,0.0489501953125,0.00035119056701660156,0.036956787109375,1.3589859008789062e-05,0.0009250640869140625,0.0164031982421875,../data/deep_pavements_dataset/dataset/asphalt/d97fa32b693d87774a7d8208b83c706b.png
asphalt,8.106231689453125e-05,0.01497650146484375,0.495849609375,0.0002741813659667969,0.29150390625,0.013214111328125,0.1767578125,0.0004248619079589844,0.0011548995971679688,0.00568389892578125,../data/deep_pavements_dataset/dataset/asphalt/27441feca86074f45fb6ee702cb34de3.png
asphalt,0.00017559528350830078,0.420654296875,0.10308837890625,3.349781036376953e-05,0.255126953125,0.0008120536804199219,0.1365966796875,0.00040841102600097656,0.0052947998046875,0.07781982421875,../data/deep_pavements_dataset/dataset/asphalt/89e619299b75fa651fca2e7af49934b1.png
asphalt,0.0012140274047851562,0.0012922286987304688,0.94384765625,2.682209014892578e-06,0.0126495361328125,0.00010281801223754883,0.0030040740966796875,2.682209014892578e-05,0.0023403167724609375,0.03546142578125,../data/deep_pavements_dataset/dataset/asphalt/4eaefa20e3ad0ca9690ce24e3dcd25f8.png
asphalt,5.1975250244140625e-05,0.009307861328125,0.448486328125,2.1696090698242188e-05,0.1756591796875,0.0004353523254394531,0.28955078125,5.888938903808594e-05,0.00331878662109375,0.07318115234375,../data/deep_pavements_dataset/dataset/asphalt/ed1fa07b7be31c27d0f89cafd310845f.png
asphalt,0.0299835205078125,0.0014934539794921875,0.0022411346435546875,0.0,0.003261566162109375,0.0,1.6570091247558594e-05,0.0001264810562133789,0.0003228187561035156,0.96240234375,../data/deep_pavements_dataset/dataset/asphalt/ea37fd9287b1423b1762ee7d54cad38a.png
asphalt,8.70823860168457e-05,0.0006041526794433594,0.96435546875,2.562999725341797e-06,0.01006317138671875,0.00022935867309570312,0.010711669921875,3.5762786865234375e-06,0.0015430450439453125,0.01251983642578125,../data/deep_pavements_dataset/dataset/asphalt/3899adfcff43476f6e70b46b84d89b37.png
asphalt,0.0003001689910888672,0.1761474609375,0.595703125,3.5822391510009766e-05,0.08319091796875,0.0034351348876953125,0.08062744140625,8.869171142578125e-05,0.01276397705078125,0.04742431640625,../data/deep_pavements_dataset/dataset/asphalt/2624cedcb1daa64619d882939124545b.png
asphalt,0.00018537044525146484,0.0098114013671875,0.8037109375,9.036064147949219e-05,0.041290283203125,0.0021209716796875,0.09600830078125,8.487701416015625e-05,0.01111602783203125,0.035308837890625,../data/deep_pavements_dataset/dataset/asphalt/a0405703396fccaeacaeeab7c2ae4015.png
